id,Community
616,7
617,7
618,7
619,7
620,7
621,7
622,7
623,7
624,7
625,7
626,7
627,7
628,7
629,7
630,7
631,7
632,7
633,7
634,2
635,7
636,7
637,9
638,2
639,7
640,7
641,7
642,7
643,7
644,7
645,7
646,9
647,7
648,7
649,7
650,7
651,7
652,9
653,7
654,7
655,7
656,7
657,9
658,7
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,2
670,2
671,2
672,2
673,2
674,2
675,2
676,2
677,2
678,2
679,2
680,2
681,2
682,2
683,2
684,2
685,5
686,2
687,2
688,2
689,5
690,2
691,2
692,5
693,5
694,5
695,5
696,2
697,5
698,5
699,5
700,5
701,5
702,5
703,2
704,2
705,5
706,5
707,5
708,5
709,5
710,5
711,5
712,5
713,5
714,2
715,2
716,2
717,2
718,1
719,2
720,2
721,2
722,2
723,2
724,2
725,2
726,2
727,2
728,2
729,2
730,5
731,5
732,2
733,2
734,2
735,2
736,3
737,2
738,2
739,3
740,2
741,2
742,1
743,1
744,2
745,3
746,2
747,3
748,2
749,2
750,3
751,3
752,3
753,3
754,2
755,2
756,2
757,4
758,3
759,4
760,4
761,4
762,6
763,4
764,3
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,3
795,3
796,1
797,4
798,3
799,4
800,4
801,3
802,3
803,3
804,4
805,4
806,4
807,1
808,3
809,3
810,3
811,3
812,3
813,1
814,4
815,3
816,3
817,3
818,3
819,3
820,1
821,3
822,4
823,3
824,3
825,3
826,3
827,3
828,3
829,3
830,3
831,3
832,1
833,3
834,1
835,3
836,3
837,1
838,1
839,3
840,1
841,1
842,3
843,3
844,4
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,2
853,6
854,2
855,6
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,6
892,6
893,6
894,6
895,6
896,6
897,6
898,6
899,6
900,6
901,6
902,2
903,2
904,2
905,2
906,2
907,2
908,2
909,2
910,2
911,2
912,2
913,2
914,2
915,2
916,2
917,2
918,2
919,2
920,2
921,2
922,2
923,2
924,2
925,2
926,2
927,2
928,2
929,2
930,2
931,2
932,2
933,2
934,2
935,2
936,2
937,2
938,2
939,2
940,2
941,2
942,2
943,2
944,2
945,2
946,2
947,2
948,2
949,2
950,2
951,2
952,2
953,2
954,6
955,2
956,6
957,2
958,2
959,2
960,2
961,2
962,2
963,2
964,3
965,3
966,3
967,3
968,3
969,3
970,3
971,3
972,3
973,3
974,3
975,3
976,3
977,2
